,price_SPY,dividend_SPY,price_change_SPY,dividend_yield_SPY,return_SPY,price_TLT,dividend_TLT,price_change_TLT,dividend_yield_TLT,return_TLT,price_IEF,dividend_IEF,price_change_IEF,dividend_yield_IEF,return_IEF,price_GLD,dividend_GLD,price_change_GLD,dividend_yield_GLD,return_GLD,price_DJP,dividend_DJP,price_change_DJP,dividend_yield_DJP,return_DJP,quantity_SPY,value_SPY,required_amount_SPY,required_quantity_SPY,total_value
2006-11-29,107.7059555053711,0.0,0.010430298576216579,0.0,0.010430298576216579,59.679988861083984,0.0,-0.0023043342260338218,0.0,-0.0023043342260338218,59.38859939575195,0.0,-0.001194458221966399,0.0,-0.001194458221966399,63.15999984741211,0.0,-0.006449580767348806,0.0,-0.006449580767348806,50.68000030517578,0.0,0.0073543812718159796,0.0,0.0073543812718159796,94.65118821643544,10194.496666569901,10194.496666569901,94.65118821643544,10194.496666569901
2006-11-30,107.75196838378906,0.0,0.0004272083024756679,0.0,0.0004272083024756679,60.073795318603516,0.0,0.006598634903169698,0.0,0.006598634903169698,59.701114654541016,0.0,0.005262209615460645,0.0,0.005262209615460645,64.38999938964844,0.0,0.019474343654336312,0.0,0.019474343654336312,51.16999816894531,0.0,0.009668466077721982,0.0,0.009668466077721982,94.65118821643544,10198.85184018542,10198.85184018542,94.65118821643544,10198.85184018542
2006-12-01,107.51424407958984,0.0,-0.0022062177402875083,0.0,-0.0022062177402875083,60.22662353515625,0.342,0.002544008011183596,0.005678551775368305,0.0082225597865519,59.83942794799805,0.304,0.0023167623294368944,0.005080262469490577,0.007397024798927471,64.12000274658203,0.0,-0.004193145606859794,0.0,-0.004193145606859794,51.0,0.0,-0.0033222234713403687,0.0,-0.0033222234713403687,94.65118821643544,10176.350952325038,10176.350952325038,94.65118821643544,10176.350952325038
2006-12-04,108.33470153808594,0.0,0.00763115125367686,0.0,0.00763115125367686,60.3320198059082,0.0,0.0017499946795196397,0.0,0.0017499946795196397,59.83229446411133,0.0,-0.00011921042916585023,0.0,-0.00011921042916585023,64.12000274658203,0.0,0.0,0.0,0.0,50.119998931884766,0.0,-0.01725492290422026,0.0,-0.01725492290422026,94.65118821643544,10254.008225652731,10254.008225652731,94.65118821643546,10254.008225652731
2006-12-05,108.80239868164062,0.0,0.004317149878243498,0.0,0.004317149878243498,60.04875183105469,0.0,-0.004695151525919483,0.0,-0.004695151525919483,59.753902435302734,0.0,-0.0013101959319914425,0.0,-0.0013101959319914425,63.810001373291016,0.0,-0.004834706176108816,0.0,-0.004834706176108816,50.369998931884766,0.0,0.004988028837346059,0.0,0.004988028837346059,94.65118821643546,10298.276316015616,10298.276316015616,94.65118821643546,10298.276316015616
2006-12-06,108.71041870117188,0.0,-0.0008453855942817112,0.0,-0.0008453855942817112,59.93014907836914,0.0,-0.0019751077094696257,0.0,-0.0019751077094696257,59.66120529174805,0.0,-0.001551315307900647,0.0,-0.001551315307900647,62.689998626708984,0.0,-0.017552150485469653,0.0,-0.017552150485469653,49.720001220703125,0.0,-0.012904461484317897,0.0,-0.012904461484317897,94.65118821643546,10289.570301572125,10289.570301572125,94.65118821643546,10289.570301572125
2006-12-07,108.23497009277344,0.0,-0.004373533043832478,0.0,-0.004373533043832478,59.88405990600586,0.0,-0.0007690481847961728,0.0,-0.0007690481847961728,59.639854431152344,0.0,-0.000357868408646711,0.0,-0.000357868408646711,62.72999954223633,0.0,0.0006380749147170128,0.0,0.0006380749147170128,49.779998779296875,0.0,0.001206708711197102,0.0,0.001206708711197102,94.65118821643546,10244.568525851362,10244.568525851362,94.65118821643547,10244.568525851362
2006-12-08,108.43437194824219,0.0,0.0018423052669376272,0.0,0.0018423052669376272,59.449256896972656,0.0,-0.007260747012070801,0.0,-0.007260747012070801,59.368927001953125,0.0,-0.004542724521770514,0.0,-0.004542724521770514,62.04999923706055,0.0,-0.010840113345097935,0.0,-0.010840113345097935,49.40999984741211,0.0,-0.00743268262269714,0.0,-0.00743268262269714,94.65118821643547,10263.442148404041,10263.442148404041,94.65118821643547,10263.442148404041
2006-12-11,108.748779296875,0.0,0.0028995174037886873,0.0,0.0028995174037886873,59.70623779296875,0.0,0.004322693157316593,0.0,0.004322693157316593,59.55426788330078,0.0,0.003121849942505417,0.0,0.003121849942505417,62.56999969482422,0.0,0.008380345917121224,0.0,0.008380345917121224,49.52000045776367,0.0,0.0022262823455021508,0.0,0.0022262823455021508,94.65118821643547,10293.201177536117,10293.201177536117,94.65118821643547,10293.201177536117
2006-12-12,108.6644058227539,0.0,-0.000775856746775605,0.0,-0.000775856746775605,59.83133316040039,0.0,0.0020951808731510813,0.0,0.0020951808731510813,59.66120529174805,0.0,0.0017956296374395109,0.0,0.0017956296374395109,62.52000045776367,0.0,-0.0007990928129201214,0.0,-0.0007990928129201214,49.38999938964844,0.0,-0.0026252234837137456,0.0,-0.0026252234837137456,94.65118821643547,10285.215127956606,10285.215127956606,94.65118821643547,10285.215127956606
2006-12-13,108.77943420410156,0.0,0.0010585654104184883,0.0,0.0010585654104184883,59.2977180480957,0.0,-0.008918656565350624,0.0,-0.008918656565350624,59.35468292236328,0.0,-0.005137716676789306,0.0,-0.005137716676789306,62.47999954223633,0.0,-0.0006398099045819006,0.0,-0.0006398099045819006,49.5,0.0,0.002227183877524297,0.0,0.002227183877524297,94.65118821643547,10296.102700929776,10296.102700929776,94.65118821643547,10296.102700929776
2006-12-14,109.73786163330078,0.0,0.008810741076304307,0.0,0.008810741076304307,59.08033752441406,0.0,-0.0036659171859754203,0.0,-0.0036659171859754203,59.26197814941406,0.0,-0.0015618779915054226,0.0,-0.0015618779915054226,62.119998931884766,0.0,-0.005761853600978362,0.0,-0.005761853600978362,49.779998779296875,0.0,0.005656540995896409,0.0,0.005656540995896409,94.65118821643547,10386.818995922706,10386.818995922706,94.65118821643547,10386.818995922706
2006-12-15,109.74785614013672,0.793,9.107619455295257e-05,0.007225653674614114,0.0073167298691670666,59.11328125,0.0,0.0005576089603809287,0.0,0.0005576089603809287,59.27625274658203,0.0,0.00024087277566020582,0.0,0.00024087277566020582,61.0,0.0,-0.018029603205770406,0.0,-0.018029603205770406,49.2599983215332,0.0,-0.010445971685719257,0.0,-0.010445971685719257,94.65118821643547,10387.764987870363,10462.823380125996,95.33510492237814,10462.823380125996
2006-12-18,109.44713592529297,0.0,-0.0027401010408782955,0.0,-0.0027401010408782955,59.13302993774414,0.0,0.00033408207642238175,0.0,0.00033408207642238175,59.30479049682617,0.0,0.00048143647619136587,0.0,0.00048143647619136587,61.040000915527344,0.0,0.0006557527135631069,0.0,0.0006557527135631069,48.810001373291016,0.0,-0.009135139333642184,0.0,-0.009135139333642184,95.33510492237814,10434.154186891587,10434.154186891587,95.33510492237814,10434.154186891587
2006-12-19,109.65535736083984,0.0,0.001902484096879542,0.0,0.001902484096879542,59.053977966308594,0.0,-0.0013368496679229125,0.0,-0.0013368496679229125,59.290504455566406,0.0,-0.0002408918594953846,0.0,-0.0002408918594953846,61.79999923706055,0.0,0.012450824215827883,0.0,0.012450824215827883,49.08000183105469,0.0,0.005531662572568985,0.0,0.005531662572568985,95.33510492237814,10454.004999296536,10454.004999296536,95.33510492237814,10454.004999296536
2006-12-20,109.59365844726562,0.0,-0.000562662099318989,0.0,-0.000562662099318989,59.04740905761719,0.0,-0.00011123566807225149,0.0,-0.00011123566807225149,59.27625274658203,0.0,-0.00024037085053063567,0.0,-0.00024037085053063567,61.619998931884766,0.0,-0.002912626333300028,0.0,-0.002912626333300028,48.72999954223633,0.0,-0.007131260712319287,0.0,-0.007131260712319287,95.33510492237814,10448.122926897342,10448.122926897342,95.33510492237814,10448.122926897342
2006-12-21,109.1927261352539,0.0,-0.0036583532084991655,0.0,-0.0036583532084991655,59.3438606262207,0.0,0.005020568613167242,0.0,0.005020568613167242,59.490142822265625,0.0,0.0036083602753707034,0.0,0.0036083602753707034,61.380001068115234,0.0,-0.003894804737579194,0.0,-0.003894804737579194,48.540000915527344,0.0,-0.0038990073567373162,0.0,-0.0038990073567373162,95.33510492237814,10409.900002864932,10409.900002864932,95.33510492237812,10409.900002864932
2006-12-22,108.52193450927734,0.0,-0.006143189658491255,0.0,-0.006143189658491255,58.88929748535156,0.0,-0.007659817478546271,0.0,-0.007659817478546271,59.21922302246094,0.0,-0.004554028397848908,0.0,-0.004554028397848908,61.650001525878906,0.0,0.004398834360788584,0.0,0.004398834360788584,48.86000061035156,0.0,0.006592494618636424,0.0,0.006592494618636424,95.33510492237812,10345.950012821402,10345.950012821402,95.33510492237812,10345.950012821402
2006-12-26,109.1618881225586,0.0,0.005896997838962692,0.0,0.005896997838962692,59.06714630126953,0.0,0.0030200532781394784,0.0,0.0030200532781394784,59.26197814941406,0.0,0.0007219805456906148,0.0,0.0007219805456906148,61.97999954223633,0.0,0.005352765745170407,0.0,0.005352765745170407,48.86000061035156,0.0,0.0,0.0,0.0,95.33510492237812,10406.960057689026,10406.960057689026,95.33510492237812,10406.960057689026
2006-12-27,109.87892150878906,0.0,0.006568532283221851,0.0,0.006568532283221851,58.63286209106445,0.303,-0.007352381779035522,0.005167750459280013,-0.0021846313197555088,59.10397720336914,0.239,-0.002666143638448304,0.004043721104886595,0.0013775774664382913,62.220001220703125,0.0,0.003872243953523258,0.0,0.003872243953523258,48.70000076293945,0.0,-0.003274659136582425,0.0,-0.003274659136582425,95.33510492237812,10475.318510798155,10475.318510798155,95.33510492237812,10475.318510798155
2006-12-28,109.64765167236328,0.0,-0.002104769807076079,0.0,-0.002104769807076079,58.50065994262695,0.0,-0.0022547449284016086,0.0,-0.0022547449284016086,58.9681396484375,0.0,-0.0022982811201391895,0.0,-0.0022982811201391895,62.900001525878906,0.0,0.010928966439002874,0.0,0.010928966439002874,48.869998931884766,0.0,0.003490722100248478,0.0,0.003490722100248478,95.33510492237812,10453.270376677123,10453.270376677123,95.33510492237812,10453.270376677123
2006-12-29,109.1927261352539,0.0,-0.00414897656421076,0.0,-0.00414897656421076,58.454376220703125,0.0,-0.000791165808543326,0.0,-0.000791165808543326,58.9395866394043,0.0,-0.0004842107823552766,0.0,-0.0004842107823552766,63.209999084472656,0.0,0.004928418935987056,0.0,0.004928418935987056,48.939998626708984,0.0,0.0014323653847789775,0.0,0.0014323653847789775,95.33510492237812,10409.900002864932,10409.900002864932,95.33510492237812,10409.900002864932
2007-01-03,108.99995422363281,0.0,-0.001765428142001979,0.0,-0.001765428142001979,58.87083435058594,0.0,0.0071244987425820305,0.0,0.0071244987425820305,59.11116409301758,0.0,0.0029110732428954122,0.0,0.0029110732428954122,62.279998779296875,0.0,-0.014712866930008173,0.0,-0.014712866930008173,47.27000045776367,0.0,-0.034123379971529255,0.0,-0.034123379971529255,95.33510492237812,10391.522072444446,10391.522072444446,95.33510492237812,10391.522072444446
2007-01-04,109.23125457763672,0.0,0.0021220224875448945,0.0,0.0021220224875448945,59.227718353271484,0.0,0.006062152959481537,0.0,0.006062152959481537,59.325584411621094,0.0,0.0036274081536629144,0.0,0.0036274081536629144,61.650001525878906,0.0,-0.010115563034137298,0.0,-0.010115563034137298,46.70000076293945,0.0,-0.012058381411134578,0.0,-0.012058381411134578,95.33510492237812,10413.573115961992,10413.573115961992,95.33510492237812,10413.573115961992
2007-01-05,108.3600082397461,0.0,-0.007976163427395044,0.0,-0.007976163427395044,58.96995544433594,0.0,-0.0043520654872788445,0.0,-0.0043520654872788445,59.13259506225586,0.0,-0.00325305433194234,0.0,-0.00325305433194234,60.16999816894531,0.0,-0.024006542097364414,0.0,-0.024006542097364414,46.2599983215332,0.0,-0.0094218936663365,0.0,-0.0094218936663365,95.33510492237812,10330.512754925952,10330.512754925952,95.33510492237812,10330.512754925952
2007-01-08,108.8612060546875,0.0,0.004625302480897764,0.0,0.004625302480897764,59.07575225830078,0.0,0.0017940799372777594,0.0,0.0017940799372777594,59.175498962402344,0.0,0.0007255541567441348,0.0,0.0007255541567441348,60.47999954223633,0.0,0.005152092117745921,0.0,0.005152092117745921,46.040000915527344,0.0,-0.004755672589453086,0.0,-0.004755672589453086,95.33510492237812,10378.294501200256,10378.294501200256,95.33510492237811,10378.294501200256
2007-01-09,108.76861572265625,0.0,-0.0008505356075583226,0.0,-0.0008505356075583226,59.07575225830078,0.0,0.0,0.0,0.0,59.161197662353516,0.0,-0.00024167603652847092,0.0,-0.00024167603652847092,60.849998474121094,0.0,0.006117707253393334,0.0,0.006117707253393334,45.810001373291016,0.0,-0.004995645909267599,0.0,-0.004995645909267599,95.33510492237811,10369.46739218126,10369.46739218126,95.33510492237811,10369.46739218126
2007-01-10,109.13105010986328,0.0,0.003332159601361351,0.0,0.003332159601361351,58.811378479003906,0.0,-0.004475165684576288,0.0,-0.004475165684576288,59.061126708984375,0.0,-0.001691496408512072,0.0,-0.001691496408512072,60.59000015258789,0.0,-0.004272774495528986,0.0,-0.004272774495528986,46.060001373291016,0.0,0.005457323564844074,0.0,0.005457323564844074,95.33510492237811,10404.020112513119,10404.020112513119,95.33510492237811,10404.020112513119
2007-01-11,109.60906982421875,0.0,0.004380235632977403,0.0,0.004380235632977403,58.46760940551758,0.0,-0.005845281684887849,0.0,-0.005845281684887849,58.903846740722656,0.0,-0.0026630031803608345,0.0,-0.0026630031803608345,60.630001068115234,0.0,0.0006601900549034756,0.0,0.0006601900549034756,46.13999938964844,0.0,0.0017368218404745228,0.0,0.0017368218404745228,95.33510492237811,10449.592172136163,10449.592172136163,95.33510492237811,10449.592172136163
2007-01-12,110.44184875488281,0.0,0.0075977191668499255,0.0,0.0075977191668499255,58.196598052978516,0.0,-0.004635239157109949,0.0,-0.004635239157109949,58.78230285644531,0.0,-0.0020634286384103584,0.0,-0.0020634286384103584,62.16999816894531,0.0,0.025399918748145067,0.0,0.025399918748145067,47.0,0.0,0.01863893848564957,0.0,0.01863893848564957,95.33510492237811,10528.985238868167,10528.985238868167,95.33510492237811,10528.985238868167
2007-01-16,110.22594451904297,0.0,-0.001954913271318248,0.0,-0.001954913271318248,58.32217788696289,0.0,0.0021578552387213623,0.0,0.0021578552387213623,58.89667510986328,0.0,0.0019456919491105396,0.0,0.0019456919491105396,61.970001220703125,0.0,-0.0032169366918541886,0.0,-0.0032169366918541886,46.54999923706055,0.0,-0.009574484317860676,0.0,-0.009574484317860676,95.33510492237811,10508.401985891189,10508.401985891189,95.33510492237811,10508.401985891189
2007-01-17,110.27216339111328,0.0,0.00041931028372665935,0.0,0.00041931028372665935,58.143714904785156,0.0,-0.0030599505821545803,0.0,-0.0030599505821545803,58.78230285644531,0.0,-0.0019419135834853885,0.0,-0.0019419135834853885,62.63999938964844,0.0,0.010811653312046143,0.0,0.010811653312046143,46.58000183105469,0.0,0.0006445240491057547,0.0,0.0006445240491057547,95.33510492237811,10512.808266909407,10512.808266909407,95.33510492237811,10512.808266909407
2007-01-18,109.902099609375,0.0,-0.0033559129553460965,0.0,-0.0033559129553460965,58.32217788696289,0.0,0.003069342618888138,0.0,0.003069342618888138,58.86090087890625,0.0,0.00133710349274474,0.0,0.00133710349274474,62.2599983215332,0.0,-0.006066428349583153,0.0,-0.006066428349583153,46.31999969482422,0.0,-0.005581840403817373,0.0,-0.005581840403817373,95.33510492237811,10477.528197449416,10477.528197449416,95.33510492237811,10477.528197449416
2007-01-19,110.11797332763672,0.0,0.0019642365253165206,0.0,0.0019642365253165206,58.163516998291016,0.0,-0.002720421191735767,0.0,-0.002720421191735767,58.76799392700195,0.0,-0.0015784153914910615,0.0,-0.0015784153914910615,63.0,0.0,0.01188566814032277,0.0,0.01188566814032277,47.25,0.0,0.02007772692795795,0.0,0.02007772692795795,95.33510492237811,10498.10854102988,10498.10854102988,95.33510492237811,10498.10854102988
2007-01-22,109.77873229980469,0.0,-0.0030807053342933877,0.0,-0.0030807053342933877,58.302337646484375,0.0,0.0023867306407456823,0.0,0.0023867306407456823,58.87522506713867,0.0,0.0018246520422309231,0.0,0.0018246520422309231,62.720001220703125,0.0,-0.004444425068204416,0.0,-0.004444425068204416,47.189998626708984,0.0,-0.0012698703342013395,0.0,-0.0012698703342013395,95.33510492237811,10465.766962047539,10465.766962047539,95.33510492237811,10465.766962047539
2007-01-23,110.1025619506836,0.0,0.002949839591830372,0.0,0.002949839591830372,57.918975830078125,0.0,-0.00657541072762402,0.0,-0.00657541072762402,58.70360565185547,0.0,-0.0029149683094629175,0.0,-0.0029149683094629175,64.2300033569336,0.0,0.024075288693266694,0.0,0.024075288693266694,48.22999954223633,0.0,0.022038587535340826,0.0,0.022038587535340826,95.33510492237811,10496.639295791056,10496.639295791056,95.33510492237811,10496.639295791056
2007-01-24,110.98920440673828,0.0,0.008052877611075315,0.0,0.008052877611075315,57.9123420715332,0.0,-0.00011453514931591968,0.0,-0.00011453514931591968,58.71074295043945,0.0,0.00012158194551648016,0.0,0.00012158194551648016,64.33000183105469,0.0,0.0015568810352599716,0.0,0.0015568810352599716,48.11000061035156,0.0,-0.002488055837107761,0.0,-0.002488055837107761,95.33510492237811,10581.167447367665,10581.167447367665,95.33510492237811,10581.167447367665
2007-01-25,109.68616485595703,0.0,-0.011740236879309918,0.0,-0.011740236879309918,57.49588394165039,0.0,-0.007191180929419283,0.0,-0.007191180929419283,58.481998443603516,0.0,-0.0038961269324939707,0.0,-0.0038961269324939707,64.05999755859375,0.0,-0.004197174953764704,0.0,-0.004197174953764704,47.7400016784668,0.0,-0.0076906864932601016,0.0,-0.0076906864932601016,95.33510492237811,10456.942035075926,10456.942035075926,95.33510492237811,10456.942035075926
2007-01-26,109.5859375,0.0,-0.0009137647951193983,0.0,-0.0009137647951193983,57.44966506958008,0.0,-0.0008038640142870035,0.0,-0.0008038640142870035,58.474849700927734,0.0,-0.0001222383445510511,0.0,-0.0001222383445510511,64.16999816894531,0.0,0.0017171497743337927,0.0,0.0017171497743337927,48.25,0.0,0.010682829987482823,0.0,0.010682829987482823,95.33510492237811,10447.38684957967,10447.38684957967,95.33510492237812,10447.38684957967
2007-01-29,109.52430725097656,0.0,-0.0005623919494546215,0.0,-0.0005623919494546215,57.32401657104492,0.0,-0.0021871058496681917,0.0,-0.0021871058496681917,58.43196105957031,0.0,-0.0007334544949970656,0.0,-0.0007334544949970656,63.77000045776367,0.0,-0.006233406928398799,0.0,-0.006233406928398799,47.150001525878906,0.0,-0.02279789583670666,0.0,-0.02279789583670666,95.33510492237812,10441.51132332263,10441.51132332263,95.33510492237812,10441.51132332263
